User-ID;Age
1328;24
1329;26
1330;
1331;32
1332;
1333;36
1334;32
1335;
1336;42
1337;28
1338;37
1339;14
1340;21
1341;
1342;
1343;33
1344;
1345;
1346;25
1347;
1348;43
1349;
1350;
1351;
1352;35
1353;
1354;39
1355;71
1356;16
1357;56
1358;
1359;14
1360;36
1361;
1362;37
1363;
1364;16
1365;16
1366;
1367;23
1368;22
1369;
1370;26
1371;36
1372;34
1373;
1374;27
1375;59
1376;
1377;20
1378;37
1379;
1380;59
1381;
1382;33
1383;32
1384;12
1385;
1386;
1387;28
1388;29
1389;22
1390;36
1391;
1392;42
1393;35
1394;28
1395;
1396;35
1397;36
1398;
1399;41
1400;39
1401;53
1402;
1403;26
1404;28
1405;53
1406;
1407;28
1408;35
1409;74
1410;22
1411;74
1412;47
1413;69
1414;27
1415;47
1416;25
1417;
1418;45
1419;51
1420;
1421;55
1422;23
1423;39
1424;
1425;41
1426;
1427;22
1428;
1429;71
1430;15
1431;
1432;
1433;54
1434;
1435;36
1436;
1437;21
1438;27
1439;
1440;
1441;34
1442;36
1443;30
1444;26
1445;
1446;23
1447;31
1448;61
1449;
1450;24
1451;22
1452;
1453;
1454;21
1455;
1456;45
1457;21
1458;15
1459;
1460; egypt
1461;0
1462;15
1463;
1464;59
1465;15
1466;28
1467;
1468;20
1469;59
1470;
1471;
1472;
1473;
1474;
1475;
1476;33
1477;
1478;25
1479;30
1480;
1481;22
1482;43
1483;33
1484;28
1485;30
1486;75
1487;23
1488;
1489;20
1490;
1491;22
1492;31
1493;
1494;25
1495;53
1496;31
1497;20
1498;
1499;
1500;
1501;35
1502;
1503;
1504;
1505;25
1506;21
1507;26
1508;
1509;48
1510;
1511;25
1512;
1513;40
1514;
1515;27
1516;31
1517;32
1518;
1519;61
1520;
1521; usa
1522;46
1523;
1524;
1525;29
1526;
1527;27
1528;22
1529;
1530;26
1531;42
1532;34
1533;
1534;
1535;69
1536;30
1537;26
1538;29
1539;
1540;
1541;25
1542;
1543;
1544;31
1545;21
1546;40
1547;
1548;28
1549;60
1550;
1551;29
1552;32
1553;23
1554;29
1555;
1556;
1557;32
1558;61
1559;
1560;22
1561;
1562;
1563;
1564;
1565;1
1566;
1567;57
1568;37
1569;
1570;28
1571;32
1572;26
1573;
1574;
1575;
1576;24
1577;58
1578;23
1579;231
1580;16
1581;
1582;48
1583;48
1584;
1585;29
1586;14
1587;19
1588;
1589;50
1590;15
1591;24
1592;50
1593;59
1594;
1595;
1596;51
1597;23
1598;
1599;
1600;43
1601;
1602;
1603;
1604;24
1605;
1606;63
1607;29
1608;27
1609;30
1610;
1611;
1612;24
1613;41
1614;
1615;30
1616;
1617;24
1618;21
1619;
1620;
1621;30
1622;
1623;41
1624;
1625;59
1626;36
1627;28
1628;20
1629;18
1630;27
1631;
1632;
1633;29
1634;33
1635;27
1636;34
1637;24
1638;18
1639;
1640;33
1641;22
1642;25
1643;24
1644;22
1645;22
1646;19
1647;
1648;67
1649;41
1650;
1651;36
1652;
1653;17
1654;
1655;48
1656;29
1657;59
1658;
1659;41
1660;
1661;60
1662;25
1663;
1664;14
1665;
1666;20
1667;
1668;
1669;51
1670;47
1671;20
1672;18
1673;23
1674;26
1675;
1676;
1677;14
1678;21
1679;
1680;35
1681;47
1682;
1683;46
1684;
1685;38
1686;1
1687;47
1688;53
1689;
1690;
1691;50
1692;
1693;45
1694;26
1695;69
1696;34
1697;
1698;21
1699;
1700;25
1701;
1702;45
1703;19
1704;21
1705;32
1706;26
1707;21
1708;
1709;57
1710;47
1711;
1712;
1713;24
1714;24
1715;49
1716;
1717;36
1718;28
1719;
1720;
1721;21
1722;
1723;40
1724;25
1725;25
1726;
1727;
1728;
1729;55
1730;33
1731;15
1732;32
1733;30
1734;22
1735;18
1736;26
1737;31
1738;29
1739;
1740;28
1741;17
1742;51
1743;17
1744;
1745;
1746;
1747;26
1748;
1749;
1750;43
1751;
1752;22
1753;
1754;29
1755;24
1756;21
1757;16
1758;50
1759;29
1760;39
1761;
1762;
1763;25
1764;
1765;37
1766;
1767;
1768;25
1769;
1770;34
1771;38
1772;33
1773;16
1774;26
1775;14
1776;
1777;19
1778;25
1779;33
1780;48
1781;32
1782;
1783;
1784;23
1785;26
1786;21
1787;
1788;39
1789;36
1790;25
1791;
1792;
1793;26
1794;35
1795;
1796;
1797;
1798;23
1799;
1800;
1801;52
1802;43
1803;48
1804;53
1805;
1806;44
1807;
1808;23
1809;33
1810;24
1811;56
1812;24
1813;
1814;
1815;30
1816;18
1817;
1818;47
1819;13
1820;16
1821;
1822;22
1823;25
1824;18
1825;34
1826;23
1827;
1828;25
1829;
1830; united kingdom
1831;25
1832;
1833;42
1834;24
1835;
1836;
1837;44
1838;
1839;
1840;21
1841;
1842;25
1843;32
1844;36
1845;34
1846;25
1847;
1848;22
1849;27
1850;3
1851;9
1852;
1853;57
1854;
1855;
1856;29
1857;39
1858;
1859;
1860;43
1861;
1862;
1863;43
1864;
1865;52
1866;
1867;
1868;
1869;21
1870;60
1871;
1872;
1873;
1874;36
1875;50
1876;
1877;47
1878;
1879;
1880;36
1881;31
1882;
1883;20
1884;30
1885;27
1886;
1887;14
1888;
1889;46
1890;24
1891;
1892;47
1893;31
1894;53
1895;
1896;
1897;58
1898;47
1899;35
1900;51
1901;
1902;
1903;36
1904;
1905;
1906;24
1907;32
1908;33
1909;
1910;0
1911;52
1912;35
1913;
1914;27
1915;
1916;17
1917;33
1918;23
1919;
1920;27
1921;
1922;
1923;
1924;
1925;42
1926;31
1927;20
1928;17
1929;43
1930;22
1931;40
1932;34
1933;
1934;18
1935;23
1936;24
1937;42
1938;
1939;29
1940;34
1941;47
1942;
1943;61
1944;25
1945;54
1946;23
1947;
1948;34
1949;
1950;29
1951;28
1952;23
1953;22
1954;36
1955;3
1956;
1957;41
1958;23
1959;20
1960;57
1961;17
1962;
1963;24
1964;
1965;31
1966;
1967;19
1968;31
1969;25
1970;47
1971;25
1972;20
1973;
1974;42
1975;
1976;41
1977;24
1978;
1979;28
1980;
1981;
1982;
1983;26
1984;
1985;39
1986;19
1987;13
1988;
1989;27
1990;32
1991;31
1992;
1993;37
1994;
1995;59
1996;34
1997;16
1998;
1999;26
2000;19
2001;24
2002;
2003;21
2004;
2005;30
2006;
2007;53
2008;
2009;31
2010;
2011;28
2012;34
2013;31
2014;36
2015;
2016;
2017;
2018;21
2019;29
2020;42
2021;
2022;50
2023;
2024;34
2025;27
2026;46
2027;
2028;42
2029;30
2030;31
2031;34
2032;29
2033;27
2034;35
2035;15
2036;49
2037;56
2038;
2039;
2040;50
2041;
2042;31
2043;
2044;
2045;
2046;22
2047;21
2048;25
2049;20
2050;48
2051;
2052;20
2053;
2054;25
2055;
2056;
2057;26
2058;
2059;
2060;54
2061;
2062;23
2063;
2064;33
2065;16
2066;31
2067;
2068;43
2069;48
2070;22
2071;27
2072;26
2073;
2074;35
2075;29
2076;34
2077;25
2078;
2079;40
2080;
2081;62
2082;14
2083;
2084;21
2085;36
2086;15
2087;
2088;19
2089;
2090;28
2091;27
2092;
2093;19
2094;
2095;24
2096;62
2097;
2098;
2099;
2100;
2101;30
2102;
2103;43
2104;
2105;
2106;44
2107;42
2108;
2109;
2110;
2111;
2112;
2113;
2114;23
2115;55
2116;
2117;
2118;25
2119;
2120;16
2121;28
2122;31
2123;40
2124;23
2125;62
2126;24
2127;
2128;32
2129;34
2130;34
2131;25
2132;
2133;15
2134;35
2135;
2136;45
2137;
2138;
2139;33
2140;
2141;
2142;34
2143;22
2144;22
2145;
2146;57
2147;35
2148;
2149;54
2150;
2151;
2152;1
2153;30
2154;
2155;18
2156;20
2157;
2158;58
2159;
2160;
2161;32
2162;18
2163;
2164;
2165;
2166;
2167;48
2168;27
2169;
2170;29
2171;27
2172;17
2173;29
2174;
2175;
2176;
2177;28
2178;
2179;30
2180;18
2181;15
2182;
2183;
2184;
2185;
2186;27
2187;
2188;
2189;24
2190;29
2191;39
2192;
2193;
2194;27
2195;
2196;22
2197;26
2198;
2199;25
2200;34
2201;34
2202;23
2203;40
2204;
2205;
2206;26
2207;
2208;18
2209;26
2210;
2211;23
2212;22
2213;15
2214;
2215;33
2216;
2217;37
2218;48
2219;
2220;27
2221;
2222;
2223;
2224;23
2225;
2226;
2227;32
2228;26
2229;27
2230;44
2231;35
2232;
2233;20
2234;
2235;16
2236;
2237;
2238;34
2239; usa
2240;
2241;62
2242;
2243;
2244;
2245;
2246;
2247;15
2248;19
2249;
2250;
2251;76
2252;47
2253;
2254;16
2255;35
2256;59
2257;
2258;21
2259;27
2260;
2261;59
2262;63
2263;28
2264;33
2265;32
2266;17
2267;
2268;22
2269;19
2270;
2271;
2272;24
2273;27
2274;37
2275;22
2276;46
2277;
2278;16
2279;18
2280;42
2281;30
2282;34
2283;18
2284;
2285;
2286;
2287;35
2288;30
2289;
2290;
2291;51
2292;
2293;
2294;25
2295;21
2296;61
2297;28
2298;
2299;
2300;19
2301;24
2302;34
2303;30
2304;
2305;71
2306;35
2307;41
2308;21
2309;18
2310;
2311;
2312;
2313;23
2314;25
2315;
2316;
2317;62
2318;
2319;43
2320;21
2321;35
2322;24
2323;
2324;40
2325;23
2326;23
2327;28
2328;
2329;13
2330;
2331;27
2332;
2333;
2334;
2335;
2336;17
2337;34
2338;57
2339;
2340;29
2341;
2342;60
2343;66
2344;48
2345;55
2346;22
2347;55
2348;44
2349;
2350;24
2351;24
2352;18
2353;
2354;
2355;
2356;
2357;35
2358;23
2359;38
2360;
2361;13
2362;58
2363;42
2364;
2365;
2366;16
2367;
2368;18
2369;45
2370;16
2371;22
2372;46
2373;16
2374;
2375;20
2376;38
2377;32
2378;
2379;
2380;
2381;
2382;
2383;37
2384;
2385;
2386;40
2387;
2388;64
2389;
2390;26
2391;45
2392;47
2393;
2394;29
2395;43
2396;50
2397;
2398;
2399;32
2400;
2401;25
2402;21
2403;41
2404;
2405;29
2406;48
2407;
2408;33
2409;57
2410;
2411;37
2412;
2413;25
2414;
2415;33
2416;21
2417;35
2418; the
2419;
2420;
2421;
2422;
2423;
2424;
2425;54
2426;58
2427;36
2428;
2429;
2430;25
2431;
2432;
2433;
2434;
2435;
2436;
2437;45
2438;
2439;26
2440;25
2441;18
2442;25
2443;28
2444;25
2445;
2446;22
2447;
2448;
2449;
2450;
2451;45
2452;
2453;
2454;32
2455;42
2456;54
2457;24
2458;
2459;
2460;
2461;59
2462;
2463;29
2464;25
2465;
2466;
2467;
2468;54
2469;
2470;22
2471;19
2472;35
2473;31
2474;
2475;
2476;
2477;23
2478;22
2479;
2480;24
2481;
2482;
2483;35
2484;
2485;
2486;
2487;46
2488;65
2489;39
2490;
2491;36
2492;
2493;
2494;27
2495;40
2496;18
2497;69
2498;
2499;49
2500;
2501;34
2502;
2503;36
2504;
2505;61
2506;50
2507;57
2508;38
2509;47
2510;
2511;31
2512;28
2513;
2514;
2515;38
2516;21
2517;
2518;28
2519;
2520;42
2521;
2522;39
2523;33
2524;
2525;
2526;
2527;
2528;
2529;
2530;
2531;20
2532;16
2533;28
2534;
2535;38
2536;29
2537;28
2538;55
2539;
2540;46
2541;55
2542;54
2543;
2544;
2545;48
2546;25
2547;
2548;33
2549;31
2550;
2551;
2552;
2553;
2554;24
2555;
2556;
2557;17
2558;
2559;
2560;48
2561; spain
2562;53
2563;26
2564;58
2565;
2566;43
2567;53
2568;
2569;
2570;
2571;
2572;36
2573;55
2574;
2575;35
2576;25
2577;59
2578;16
2579;
2580;
2581;
2582;17
2583;33
2584;
2585;25
2586;
2587;49
2588;
2589;
2590;26
2591;
2592;
2593;34
2594;22
2595;34
2596;
2597;29
2598;
2599;15
2600;29
2601;18
2602;
2603;23
2604;22
2605;33
2606;44
2607;
2608;17
2609;22
2610;21
2611;
2612;
2613;
2614;
2615;
2616;
2617;35
2618;
2619;
2620;63
2621;
2622;41
2623;19
2624;
2625;21
2626;
2627;41
2628;
2629;
2630;66
2631;18
2632;47
2633;
2634;53
2635;
2636;32
2637;
2638;
2639;
2640;24
2641;28
2642;
2643;28
2644;
2645;34
2646;
2647;
2648;
2649;56
2650;
2651;
2652;
2653;46
2654;
2655;
2656;83
2657;
2658;23
2659;39
2660;27
2661;52
2662;33
2663;
2664;25
2665;
2666;
2667;37
2668;
2669;24
2670;
2671;22
2672;17
2673;
2674;50
2675;35
2676;34
2677;46
2678;16
2679;34
2680;
2681;
2682;
2683;17
2684;40
2685;21
2686;24
2687;35
2688;16
2689;
2690;35
2691;21
2692;
2693;44
2694;58
2695;21
2696;
2697;52
2698;66
2699;53
2700;29
2701;27
2702;
2703;
2704;
2705;20
2706;
2707;
2708;59
2709;
2710;
2711;44
2712;
2713;47
2714;
2715;
2716;
2717;30
2718;30
2719;37
2720;15
2721;39
2722;51
2723;
2724;
2725; united kingdom
2726;
2727;
2728;
2729;19
2730;34
2731;
2732;
2733;
2734;
2735;47
2736;44
2737;19
2738;32
2739;27
2740;52
2741;
2742;37
2743;41
2744;
2745;50
2746;25
2747;
2748;26
2749;18
2750;
2751;21
2752;
2753;39
2754;
2755;51
2756;49
2757;46
2758;54
2759;
2760;23
2761;
2762;26
2763;
2764;
2765;
2766;42
2767;22
2768;30
2769;27
2770;
2771;56
2772;20
2773;36
2774;28
2775;
2776;
2777;73
2778;
2779;20
2780;
2781;30
2782;33
2783;43
2784;27
2785;34
2786;
2787;26
2788;
2789;28
2790;50
2791;
2792;32
2793;34
2794;
2795;41
2796;32
2797;
2798;35
2799;
2800;
2801;25
2802;46
2803;36
2804;53
2805;44
2806;1
2807;20
2808;21
2809;16
2810;
2811;22
2812;47
2813;
2814;
2815;18
2816;18
2817;36
2818;
2819;19
2820;
2821;30
2822;37
2823;46
2824;49
2825;24
2826;37
2827;23
2828;26
2829;68
2830;13
2831;26
2832;
2833;47
2834;
2835;
2836;
2837;
2838;44
2839;
2840;18
2841;38
2842;
2843;
2844;
2845;54
2846;26
2847;27
2848;26
2849;28
2850;
2851;
2852;59
2853;
2854;36
2855;35
2856;29
2857;29
2858;49
2859;
2860;35
2861;26
2862;20
2863;34
2864;
2865;25
2866;15
2867;23
2868;
2869;
2870;
2871;46
2872;
2873;45
2874;19
2875;33
2876;22
2877;39
2878;41
2879;19
2880;
2881;
2882;43
2883;43
2884;
2885;33
2886;
2887;53
2888;17
2889;
2890;37
2891;
2892;26
2893;21
2894;24
2895;26
2896;20
2897;
2898;30
2899;46
2900;18
2901;
2902;
2903;22
2904;32
2905;27
2906;20
2907;
2908;
2909;
2910;22
2911;20
2912;32
2913;30
2914;34
2915;34
2916;
2917;44
2918;
2919;27
2920;18
2921;
2922;20
2923;22
2924;
2925;22
2926;25
2927;
2928;25
2929;49
2930;
2931;40
2932;
2933;
2934;28
2935;59
2936;30
2937;
2938;43
2939;31
2940;
2941;55
2942;28
2943;
2944;33
2945;29
2946;31
2947;63
2948;24
2949;
2950;56
2951;32
2952;23
2953;
2954;71
2955;
2956;
2957;34
2958;
2959;58
2960;
2961;32
2962;47
2963;
2964;
2965;50
2966;
2967;29
2968;57
2969;
2970;46
2971;34
2972;60
2973;
2974;30
2975;28
2976;26
2977;25
2978;
2979;34
2980;31
2981;26
2982;34
2983;25
2984;28
2985;17
2986;18
2987;45
2988;22
2989;19
2990;18
2991;
2992;
2993;
2994;
2995;61
2996;21
2997;20
2998;
2999;26
3000;17
3001;41
3002;21
3003;60
3004;29
3005;
3006;
3007;18
3008;17
3009;
3010;34
3011;19
3012;
3013;18
3014;32
3015;25
3016;35
3017;
3018;20
3019;24
3020;37
3021;
3022;
3023;
3024;34
3025;27
3026;
3027; united kingdom
3028;21
3029;20
3030;
3031;
3032;40
3033;
3034;45
3035;31
3036;
3037;28
3038;29
3039;30
3040;25
3041;15
3042;23
3043;34
3044; austria
3045;30
3046;
3047;16
3048;
3049;
3050;29
3051;18
3052;31
3053;33
3054;
3055;24
3056;
3057;30
3058;
3059;44
3060;
3061;19
3062;
3063;57
3064;
3065;27
3066;29
3067;
3068;
3069;21
3070;29
3071;
3072;15
3073;23
3074;
3075;
3076;60
3077;
3078;
3079;
3080;62
3081;16
3082;47
3083;56
3084;26
3085;104
3086;21
3087;20
3088;25
3089;
3090;23
3091;27
3092;33
3093;46
3094;
3095;19
3096;
3097;
3098;34
3099;
3100;42
3101;28
3102;65
3103;
3104;27
3105;42
3106;
3107;
3108;
3109;
3110;25
3111;22
3112;33
3113;
3114;
3115;33
3116;
3117;23
3118;
3119;
3120;20
3121;46
3122;27
3123;
3124;
3125;19
3126;28
3127;
3128;27
3129;
3130;35
3131;30
3132;18
3133;34
3134;40
3135;28
3136;38
3137;26
3138;33
3139;
3140;34
3141;
3142;29
3143;
3144;32
3145;34
3146;
3147;36
3148;
3149;
3150;51
3151; usa
3152;50
3153;
3154;
3155;
3156;30
3157;
3158;21
3159;
3160;23
3161;39
3162;
3163;
3164;34
3165;
3166;15
3167;42
3168;17
3169;32
3170;
3171;26
3172;32
3173;16
3174;24
3175;35
3176;30
3177;44
3178;32
3179;34
3180;22
3181;21
3182;19
3183;21
3184;18
3185;
3186;
3187;24
3188;29
3189;17
3190;
3191;29
3192;
3193;24
3194;20
3195;36
3196;20
3197;38
3198;
3199;30
3200;42
3201;38
3202;21
3203;
3204;
3205;
3206;23
3207;35
3208;20
3209;24
3210;19
3211;119
3212;18
3213;37
3214;22
3215;30
3216;25
3217;
3218;21
3219;36
3220;33
3221;48
3222;15
3223;55
3224;17
3225;53
3226;
3227;
3228;
3229;39
3230;18
3231;57
3232;35
3233;22
3234;
3235;22
3236;27
3237;23
3238;41
3239;20
3240;33
3241;43
3242;27
3243;28
3244;
